CC,LCOM5,WMC,CBO,RFC,DIT,NOC,LOC,NPM,isExistBug
0,3,9,7,16,2,0,47,15,0
0,2,21,7,16,1,2,75,12,0
0,4,27,22,32,4,0,170,88,0
0,0,1,1,1,3,0,8,8,0
0,7,49,21,54,4,0,259,100,0
0,0,1,3,1,3,0,11,10,0
0.693069,1,3,4,5,0,0,79,1,0
0,1,9,4,7,0,0,54,1,0
0,9,168,33,102,1,2,759,47,1
0.274153,1,149,5,53,1,0,737,37,0
0.0825959,1,117,20,54,0,0,456,4,0
0,2,14,2,6,0,2,62,5,0
0,1,27,6,15,1,1,202,15,0
0,10,82,28,64,3,0,357,83,1
0.235818,1,48,6,22,0,0,240,5,1
0,1,8,3,3,2,0,42,7,0
0.094205,13,611,74,238,0,0,3286,80,1
0.0450997,7,158,21,94,0,14,830,16,0
0,3,106,12,38,1,0,472,25,0
0.0241879,13,510,59,246,3,1,2846,165,1
0,2,60,27,44,2,0,301,8,1
0,1,3,1,3,0,0,27,3,0
0.049308,5,60,31,58,3,0,271,72,1
0.151989,5,100,31,78,3,2,365,84,0
0,0,6,1,6,2,3,62,10,0
0,1,14,2,7,1,0,42,6,0
0.17004,1,36,12,28,0,0,217,1,0
0,1,3,3,4,3,1,21,21,0
0.220721,1,50,13,33,2,0,214,19,0
0,1,3,3,4,3,1,20,21,0
0,4,64,13,42,1,4,283,18,0
0,2,238,39,89,1,0,1143,15,0
0,2,45,22,41,4,4,237,89,0
0,2,25,5,17,1,0,96,12,0
0,0,1,2,2,2,0,8,22,0
0.0294118,6,101,31,88,2,6,474,64,0
0,1,2,1,2,1,6,23,7,0
0.0428212,3,50,6,31,1,2,356,33,0
0,2,11,5,14,3,1,47,67,0
0.121413,7,107,34,98,3,1,468,83,0
0,1,6,5,7,2,1,44,8,0
0.0634483,7,148,35,116,3,2,767,88,1
0,1,32,15,23,2,1,162,9,0
0,1,6,5,8,0,0,36,3,1
0,2,49,27,42,1,0,217,19,0
0,1,22,3,10,1,1,128,6,0
0,3,14,10,14,4,0,54,22,0
0,2,9,8,12,4,0,43,22,0
0,2,6,4,7,7,0,44,107,0
0,2,6,4,7,7,0,42,120,0
0,2,7,5,10,7,0,48,162,0
0,2,6,4,7,6,1,44,104,0
0,2,6,4,7,6,1,43,116,0
0,2,7,5,10,6,1,48,154,0
0.208909,3,60,30,42,1,1,384,9,1
0,2,14,18,19,2,0,91,20,0
0.258666,2,221,50,89,1,0,930,15,0
0,1,9,11,14,2,0,65,21,1
0.0810157,1,35,15,30,2,0,162,19,0
0,1,37,13,33,2,0,168,19,0
0.429167,1,17,1,10,0,1,107,8,0
0,5,9,6,9,1,0,61,9,0
0,3,37,20,42,1,0,215,20,0
0,1,1,2,1,6,0,17,23,0
0,2,4,1,4,5,0,22,22,0
0.147727,6,37,16,33,5,1,152,100,0
0,0,4,3,5,4,0,41,17,0
0.111228,8,214,47,95,1,0,1244,46,1
0.382353,4,60,23,73,5,1,298,112,0
0.351351,0,14,8,12,4,2,66,22,0
0,2,4,1,4,5,1,25,22,0
0,1,8,1,8,1,0,45,6,0
0.296898,9,52,22,60,2,7,252,63,0
0,0,5,3,6,1,3,28,7,0
0.338821,16,158,56,135,5,1,812,149,0
0.459431,4,62,18,30,4,1,285,34,0
0.452489,2,16,13,23,3,1,77,69,0
0,0,0,1,0,2,0,19,7,0
0.0931264,1,25,1,13,0,0,99,13,0
0.068152,1,35,8,21,0,0,170,8,0
0,1,13,7,12,1,0,58,5,0
0,1,19,10,19,1,0,74,14,0
0,1,28,9,18,0,0,149,6,0
0,1,7,4,9,3,0,36,37,0
0,0,1,3,3,1,0,6,7,0
0,0,1,0,1,0,0,9,1,0
0,2,191,45,107,1,2,757,2,1
0,0,1,1,2,1,0,9,8,1
0,2,53,20,43,2,0,224,4,1
0,1,69,5,22,0,0,257,13,0
0,2,36,9,21,1,1,124,13,0
0.0550206,1,41,10,25,1,0,164,13,0
0,7,12,5,16,0,3,42,8,0
0,1,16,3,8,2,0,44,15,0
0,1,3,2,4,0,1,31,1,0
0,1,4,0,3,0,0,23,3,0
0.0208051,2,263,31,103,2,0,886,4,1
0.0365271,7,208,26,83,0,0,737,11,0
0,0,1,0,1,0,0,9,1,0
0,1,84,20,54,1,0,334,6,0
0.584071,1,13,1,6,0,0,52,3,0
0,0,3,2,5,2,0,15,11,0
0,1,14,1,7,0,0,55,3,0
0,1,64,5,16,0,1,227,8,1
0,1,17,6,18,2,0,93,9,0
0,1,148,16,55,0,0,698,6,1
0,1,19,0,6,0,0,69,5,0
0,1,9,2,13,0,0,41,8,0
0.34749,3,284,99,299,1,0,1622,256,0
0.102672,1,580,116,238,1,0,2949,256,1
0.127845,4,193,92,113,1,1,1310,258,0
0.089172,1,62,15,31,0,0,344,13,0
0.0325749,1,163,21,80,0,0,656,9,1
0,1,17,4,8,0,0,65,4,0
0,2,4,1,4,0,2,18,4,0
0,2,40,3,24,1,0,195,15,0
0,1,20,14,20,0,0,116,8,0
0,2,15,1,8,1,0,97,8,0
0,0,5,0,5,0,2,63,5,0
0,2,133,14,81,0,0,601,30,0
0,1,4,1,5,0,0,28,3,0
0.090411,2,37,4,23,0,0,215,18,0
0.830508,0,7,2,5,1,0,38,3,0
0.128228,1,50,37,62,1,0,342,22,0
0,0,5,2,7,1,0,32,3,0
0,1,8,7,13,1,0,47,3,0
0.298193,1,104,12,44,0,0,416,4,0
0,6,44,10,31,3,0,233,22,0
0.223318,3,61,31,50,0,2,298,3,0
0.0471143,1,179,60,100,1,0,795,9,0
0,1,4,4,6,2,0,43,4,0
0.0353053,1,68,43,61,1,0,413,5,0
0.0680787,1,36,19,29,1,0,191,4,0
0,2,29,17,27,2,0,123,38,0
0.0153766,3,315,34,131,1,1,1500,35,1
0,1,297,14,60,0,0,1227,0,0
0,1,19,5,11,0,0,63,6,0
0,1,55,10,35,0,0,169,13,1
0,1,35,7,20,0,0,109,0,0
0,1,23,9,17,1,2,188,16,0
0,1,9,1,6,2,0,38,6,0
0,5,88,25,67,2,0,679,45,0
0,3,28,13,33,2,0,158,25,0
0.0691563,4,87,17,90,3,0,592,31,0
0,2,18,9,30,2,0,158,26,0
0.103175,5,24,10,40,3,0,207,29,0
0.0670103,2,38,6,41,2,4,318,27,0
0.048433,3,106,13,82,3,0,741,44,0
0.190028,1,129,12,68,1,4,915,23,0
0,3,14,9,27,2,0,117,23,0
0.166917,5,99,17,82,3,0,767,41,0
0,1,4,1,4,0,0,31,2,0
0,5,22,24,41,2,0,161,43,0
0,0,2,3,2,2,2,21,10,0
0,2,5,2,5,1,2,41,8,0
0.284338,6,252,62,109,0,0,1016,21,1
0.0419693,1,62,22,42,2,0,319,11,0
0,0,1,3,1,0,6,6,1,0
0.166302,1,54,15,30,0,0,194,4,1
0.422535,1,19,7,11,2,1,62,13,0
0,3,12,12,22,1,1,82,12,0
0,1,155,23,61,3,0,636,14,1
0,1,15,2,10,1,0,81,14,0
0,6,44,17,28,3,0,182,14,0
0,1,3,4,2,1,0,25,2,0
0,3,24,12,17,1,1,85,9,0
0,1,9,8,11,2,0,29,13,0
0.271233,1,33,19,21,1,0,142,2,0
0,1,2,3,3,1,0,9,2,0
0.153846,1,41,11,31,1,2,151,15,0
0,1,15,8,10,2,0,60,8,0
0,2,54,12,26,2,0,205,12,1
0.283879,1,215,20,88,2,1,761,17,0
0.0784314,2,43,13,32,2,0,165,10,0
0.133971,2,26,8,20,2,0,99,10,0
0.0279766,5,183,40,95,1,0,752,42,1
0,1,7,2,8,1,8,30,6,0
0,3,5,9,5,4,0,40,73,0
0,1,7,2,7,0,1,30,3,1
0.251497,1,17,0,7,0,0,95,7,0
0,1,16,6,12,2,0,56,8,0
0,1,8,4,8,2,0,29,8,0
0,1,10,6,9,2,0,32,8,0
0,1,8,11,12,2,0,38,16,1
0.220146,6,74,16,58,1,0,348,29,0
0.725779,1,77,21,43,2,0,224,39,0
0.447917,1,15,5,7,4,0,63,27,1
0.04803,1,163,47,83,1,0,486,2,1
0,1,23,6,18,1,0,91,12,0
0,2,152,33,61,2,0,354,33,1
0.43612,1,84,14,37,3,0,314,32,1
0,0,1,6,3,5,0,13,34,1
0,0,1,6,3,4,0,13,33,1
0,0,1,5,3,5,0,13,37,1
0.123689,3,119,42,58,3,0,337,31,1
0.155131,3,35,7,17,4,1,108,33,1
0,1,10,6,11,3,0,34,57,0
0,1,3,3,4,2,4,26,29,1
0,2,18,9,19,0,1,79,0,1
0,1,19,9,18,3,3,60,26,1
0,1,37,20,34,1,0,168,6,0
0.251852,4,95,13,39,2,9,420,24,1
0,3,35,19,17,3,0,82,30,1
0.7,1,11,16,16,4,0,48,27,0
0.0481659,3,695,152,328,1,0,2630,23,1
0.182262,1,226,49,153,2,1,761,57,0
0,1,45,9,18,0,0,180,7,0
0,1,61,22,27,1,0,239,255,0
0.0323022,3,253,51,117,2,0,753,33,1
0.475575,1,91,15,36,3,1,373,32,1
0.101064,1,55,9,18,3,0,192,28,1
0.803506,1,96,26,52,2,0,272,40,0
0.290541,1,25,9,16,2,0,95,23,1
0,2,3,3,5,2,0,16,24,0
0,2,4,4,5,3,0,22,25,1
0.0979792,3,116,41,47,2,0,340,31,1
0,2,17,6,14,4,0,63,32,1
0.0910781,8,282,59,111,1,11,933,22,1
0,1,36,16,35,2,0,142,9,0
0,1,9,7,16,0,0,43,3,0
0.355752,1,31,8,18,4,0,120,35,1
0,2,5,5,9,4,0,28,33,1
0,1,48,41,44,0,0,206,2,0
0,3,31,18,20,2,0,97,27,1
0.166951,1,60,7,24,3,0,275,31,1
0,1,38,14,19,2,0,92,27,1
0.281385,1,82,9,28,3,2,300,30,1
0,2,37,16,15,2,0,120,28,1
0.454802,1,13,17,18,3,0,84,26,0
0.227817,2,222,52,89,2,0,685,30,1
0,2,31,9,25,4,1,137,36,1
0,1,27,12,11,2,2,68,26,1
0,1,12,3,4,3,2,54,25,0
0,1,98,4,25,0,1,431,13,0
0,1,37,19,16,0,0,136,5,0
0.35533,1,10,8,13,1,0,78,5,0
0.460317,1,7,8,12,1,0,49,4,0
0.211438,1,41,8,22,1,0,190,13,0
0,0,2,6,4,2,0,29,6,0
0.0339086,2,119,3,80,0,4,501,35,0
0.0916559,2,124,27,73,1,0,451,67,0
0,1,26,1,10,0,0,163,10,0
0,0,5,6,10,1,17,35,4,0
0.152022,1,66,23,41,1,0,405,22,0
0.564453,9,21,0,11,0,16,91,0,0
0.767645,1,258,20,235,2,0,1141,15,1
0.133117,1,22,18,30,0,0,173,7,0
0.266842,1,54,11,27,2,1,262,62,1
0,1,3,2,4,2,0,25,50,1
0,1,16,5,38,1,0,92,3,0
0.189873,1,44,1,44,1,0,384,44,0
0,0,3,6,6,2,0,27,6,0
0,1,52,28,45,1,0,138,187,0
0.135537,1,270,14,244,1,0,2455,206,1
0.691358,1,12,6,11,1,0,73,7,0
0.243882,2,524,48,233,1,1,2162,6,1
0,0,13,7,17,2,0,82,11,0
0,0,7,9,10,2,0,49,7,0
0,0,8,6,11,1,0,59,5,0
0.486842,1,25,15,25,1,0,154,12,0
0.146901,2,68,32,44,0,0,310,3,0
0.267123,1,33,1,13,0,0,134,8,0
0.101979,1,35,2,14,0,0,143,8,0
0.17875,1,43,1,16,0,0,172,10,0
0.5,0,5,7,6,2,0,47,7,0
0,0,14,6,14,1,0,91,8,0
0,1,30,16,37,1,0,116,47,0
0,2,20,1,20,1,0,93,53,0
0,1,60,5,41,1,0,314,60,0
0.0339321,1,51,5,30,0,1,429,18,0
0,0,5,5,5,2,0,51,7,0
0.721154,0,5,7,6,2,0,49,7,0
0.639175,0,10,6,13,1,0,89,8,0
0.721154,0,5,7,6,2,0,48,7,0
0.639175,0,10,6,13,1,0,89,8,0
0.216867,1,38,1,3,0,0,105,3,0
0,1,5,0,5,0,0,370,4,1
0.185333,1,40,21,33,1,0,198,14,0
0.491525,1,6,6,7,1,0,52,3,0
0.941601,1,1240,10,75,1,0,3867,48,0
0,1,4,2,2,0,0,20,1,0
0,9,9,0,9,0,3,56,9,0
0,0,5,3,4,3,1,21,9,0
0.736364,0,5,7,7,2,0,49,7,0
0.736364,0,5,7,7,2,0,48,7,0
0.736364,0,5,7,7,2,0,48,7,0
0.736364,0,5,7,7,2,0,48,7,0
0,0,4,7,9,2,0,28,6,0
0,23,45,0,45,0,0,347,45,0
0.514644,1,14,1,6,0,0,54,3,0
0,0,4,7,9,2,0,42,7,0
0.724551,0,7,7,9,2,0,62,8,0
0.263323,1,24,6,12,1,0,150,7,0
0.724551,0,7,7,9,2,0,62,8,0
0,1,10,0,3,0,0,57,2,0
0.0766773,53,734,72,260,0,0,3272,113,1
0.373418,1,10,6,12,1,0,54,6,0
0.372671,1,38,1,12,0,0,178,8,0
0.36215,1,38,2,14,0,0,179,8,0
0.446264,2,49,23,48,5,0,201,81,1
0.312953,1,29,18,34,2,0,184,47,1
0,1,2,8,4,2,0,46,18,0
0,1,12,10,17,1,0,63,5,0
0,1,21,24,31,1,0,182,0,0
0.18691,1,77,29,54,6,0,357,95,0
0.281724,1,84,32,70,5,0,328,81,1
0.312064,2,115,42,111,2,0,705,55,0
0.159458,1,142,33,70,7,0,584,113,1
0,7,25,18,34,4,0,114,50,1
0.246094,2,140,20,66,3,0,562,105,1
0.30571,1,158,38,77,7,0,610,108,1
0,5,23,10,25,3,0,99,23,0
0,4,8,8,11,7,0,34,96,0
0,4,20,17,22,6,0,90,91,0
0,1,24,4,7,1,0,183,6,0
0.346154,1,14,11,18,4,0,63,66,0
0.155625,1,54,37,53,1,0,525,18,0
0.295259,1,30,2,16,0,0,209,13,0
0,1,10,14,12,0,2,93,0,0
0,1,6,0,5,0,0,53,5,0
0,0,2,0,2,0,0,19,2,0
0.0450237,1,40,19,28,1,0,278,0,0
0,1,7,3,4,0,0,45,1,0
0,0,2,0,2,0,0,13,2,0
0.341648,1,79,47,51,1,0,417,285,0
0,1,6,5,5,1,0,37,242,0
0.409693,4,1102,112,232,1,0,5253,335,1
0.121019,1,100,21,49,1,0,548,10,0
0.715284,1,570,3,12,0,0,2435,9,1
0,2,8,2,6,3,0,51,30,0
0,1,91,5,34,2,0,348,18,0
0,2,10,1,10,1,3,65,6,0
0,2,4,1,6,2,0,19,8,0
0.0329289,2,68,3,23,2,0,264,13,0
0.0692042,4,134,15,58,3,0,596,8,1
0,1,2,2,3,0,0,37,2,0
0,1,2,0,2,0,0,16,2,0
0.114543,2,964,32,143,1,0,3847,44,1
0,2,65,3,16,0,0,397,11,0
0,1,5,0,3,0,0,37,3,0
0.179856,2,14,3,7,0,0,83,3,0
0,2,38,4,31,1,2,293,1,0
0.275742,4,51,3,15,1,0,237,5,0
0,4,60,11,45,1,1,538,2,0
0,1,14,2,8,1,0,86,7,0
0,1,12,2,6,1,0,83,7,0
0,1,5,4,9,3,0,34,1,0
0,3,56,15,36,3,0,328,4,0
0,2,84,9,34,2,1,384,1,0
0,2,67,8,28,2,1,219,3,0
0,3,12,3,17,2,0,97,1,0
0,1,32,1,13,0,2,157,6,0
0,1,24,7,8,1,0,137,2,0
