CC,LCOM5,WMC,CBO,RFC,DIT,NOC,LOC,NPM,isExistBug,project
0,1,5,3,7,0,0,29,4,0,BugPrediction_Mylyn
0.0596886,1,67,3,40,0,0,516,29,0,BugPrediction_Mylyn
0.0699638,5,58,10,64,0,3,248,33,0,BugPrediction_Mylyn
0,1,20,1,21,0,0,122,15,0,BugPrediction_Mylyn
0.595912,1,34,6,41,0,0,157,16,0,BugPrediction_Mylyn
0,2,11,2,12,0,0,86,11,0,BugPrediction_Mylyn
0,0,1,1,1,0,12,10,1,0,BugPrediction_Mylyn
0.110236,1,24,9,31,0,0,124,16,1,BugPrediction_Mylyn
0,0,4,3,4,0,0,28,4,0,BugPrediction_Mylyn
0,0,1,1,1,0,2,8,1,0,BugPrediction_Mylyn
0.263966,1,97,8,110,1,1,408,45,1,BugPrediction_Mylyn
0.09375,2,20,4,25,0,0,142,13,0,BugPrediction_Mylyn
0.29108,1,14,2,9,0,0,93,8,0,BugPrediction_Mylyn
0.201923,1,14,5,13,1,2,78,6,0,BugPrediction_Mylyn
0,0,2,1,2,0,0,19,2,0,BugPrediction_Mylyn
0,0,3,1,3,0,2,18,3,0,BugPrediction_Mylyn
0,1,3,0,3,0,3,36,3,0,BugPrediction_Mylyn
0,0,2,0,2,0,2,15,2,0,BugPrediction_Mylyn
0,3,5,5,5,1,0,30,5,0,BugPrediction_Mylyn
0,5,23,10,24,1,0,140,38,1,BugPrediction_Mylyn
0,2,7,6,7,1,0,42,23,0,BugPrediction_Mylyn
0,0,3,3,6,3,0,21,38,0,BugPrediction_Mylyn
0,2,9,2,11,3,0,47,88,0,BugPrediction_Mylyn
0,3,24,14,24,0,5,208,22,0,BugPrediction_Mylyn
0,1,25,4,10,0,5,128,2,0,BugPrediction_Mylyn
0,1,8,2,7,0,3,49,7,0,BugPrediction_Mylyn
0,2,5,2,6,0,0,39,4,0,BugPrediction_Mylyn
0,1,88,31,54,0,3,265,7,1,BugPrediction_Mylyn
0,1,8,3,9,0,0,47,7,0,BugPrediction_Mylyn
0,1,34,5,19,0,0,131,8,1,BugPrediction_Mylyn
0,1,1,4,2,1,0,11,2,0,BugPrediction_Mylyn
0,0,7,8,14,0,0,52,7,0,BugPrediction_Mylyn
0.137597,1,14,3,6,0,0,196,3,0,BugPrediction_Mylyn
0.0375367,6,93,31,71,0,0,452,17,0,BugPrediction_Mylyn
0,4,29,7,33,0,13,202,18,0,BugPrediction_Mylyn
0,0,1,1,1,0,1,8,1,0,BugPrediction_Mylyn
0,0,3,1,3,0,1,39,3,0,BugPrediction_Mylyn
0.0301106,7,162,51,153,1,2,954,44,1,BugPrediction_Mylyn
0,0,8,2,8,0,5,38,8,0,BugPrediction_Mylyn
0,3,26,9,29,0,12,130,12,1,BugPrediction_Mylyn
0,1,22,20,22,0,2,100,5,0,BugPrediction_Mylyn
0.0599613,2,32,12,29,0,0,166,4,0,BugPrediction_Mylyn
0,2,10,5,11,0,1,67,3,0,BugPrediction_Mylyn
0,0,11,2,4,0,3,82,4,0,BugPrediction_Mylyn
0.0195503,6,112,26,78,0,0,523,24,1,BugPrediction_Mylyn
0.105431,3,30,7,30,0,0,184,18,0,BugPrediction_Mylyn
0,1,9,2,7,0,15,67,7,0,BugPrediction_Mylyn
0,1,3,0,3,0,2,14,2,0,BugPrediction_Mylyn
0,3,30,16,27,1,8,131,14,0,BugPrediction_Mylyn
0.118545,5,167,18,111,2,4,1320,57,0,BugPrediction_Mylyn
0.0462428,1,49,7,29,1,2,295,8,1,BugPrediction_Mylyn
0,3,18,2,18,0,1,177,12,0,BugPrediction_Mylyn
0,3,13,8,12,0,1,88,7,0,BugPrediction_Mylyn
0,3,7,6,10,0,0,57,5,0,BugPrediction_Mylyn
0,2,8,14,16,0,0,55,4,0,BugPrediction_Mylyn
0,1,27,10,31,0,1,217,6,0,BugPrediction_Mylyn
0.201456,1,23,4,10,0,0,135,3,0,BugPrediction_Mylyn
0,1,2,3,3,0,1,31,2,0,BugPrediction_Mylyn
0,0,7,1,5,0,19,31,5,0,BugPrediction_Mylyn
0,1,7,8,15,1,1,38,10,1,BugPrediction_Mylyn
0,0,4,0,4,0,1,11,4,0,BugPrediction_Mylyn
0,10,18,7,22,0,0,112,15,0,BugPrediction_Mylyn
0,4,7,26,27,2,0,95,23,1,BugPrediction_Mylyn
0,2,3,3,4,1,0,21,1,0,BugPrediction_Mylyn
0,0,7,3,14,0,0,85,6,0,BugPrediction_Mylyn
0,0,12,0,12,0,8,63,12,0,BugPrediction_Mylyn
0,2,21,6,21,0,8,222,21,1,BugPrediction_Mylyn
0,1,2,1,2,1,0,19,14,0,BugPrediction_Mylyn
0,1,13,2,7,0,0,88,6,0,BugPrediction_Mylyn
0,0,10,2,10,1,0,53,22,0,BugPrediction_Mylyn
0,0,4,1,4,1,0,48,16,0,BugPrediction_Mylyn
0,0,2,1,2,1,0,13,14,0,BugPrediction_Mylyn
0,1,17,3,15,0,0,101,12,0,BugPrediction_Mylyn
0,0,2,1,2,1,0,12,14,0,BugPrediction_Mylyn
0,0,16,1,16,1,0,83,28,0,BugPrediction_Mylyn
0,0,10,1,10,1,0,52,22,0,BugPrediction_Mylyn
0,0,6,1,6,1,0,32,18,0,BugPrediction_Mylyn
0,2,21,3,12,1,4,101,27,0,BugPrediction_Mylyn
0,2,54,8,74,2,0,350,47,0,BugPrediction_Mylyn
0.203125,2,104,9,56,2,2,508,36,1,BugPrediction_Mylyn
0,1,16,4,16,1,0,90,21,0,BugPrediction_Mylyn
0.126117,2,193,18,124,2,3,1033,58,1,BugPrediction_Mylyn
0,0,3,0,2,0,0,16,1,0,BugPrediction_Mylyn
0,1,36,5,36,1,0,133,24,0,BugPrediction_Mylyn
0,16,16,4,16,1,0,99,21,0,BugPrediction_Mylyn
0,11,20,6,25,1,0,98,23,0,BugPrediction_Mylyn
0,1,20,4,20,1,5,120,21,0,BugPrediction_Mylyn
0,3,7,2,11,1,37,80,14,0,BugPrediction_Mylyn
0,1,24,2,21,1,1,145,16,0,BugPrediction_Mylyn
0,1,3,1,1,1,0,12,1,0,BugPrediction_Mylyn
0,0,1,0,1,0,2,11,1,0,BugPrediction_Mylyn
0.0961131,3,63,12,60,0,1,397,20,0,BugPrediction_Mylyn
0,5,25,3,20,0,0,153,16,0,BugPrediction_Mylyn
0,1,5,1,4,0,49,33,1,0,BugPrediction_Mylyn
0,1,16,3,10,1,44,112,17,0,BugPrediction_Mylyn
0,1,14,4,11,0,2,70,8,0,BugPrediction_Mylyn
0,1,9,7,13,2,1,60,17,0,BugPrediction_Mylyn
0,1,3,3,4,1,0,18,1,0,BugPrediction_Mylyn
0,1,5,3,6,1,0,35,3,0,BugPrediction_Mylyn
0,1,5,3,6,1,0,35,3,0,BugPrediction_Mylyn
0.682353,1,6,3,5,1,0,39,2,0,BugPrediction_Mylyn
0.682353,1,6,3,5,1,0,39,2,0,BugPrediction_Mylyn
0,1,4,3,7,2,0,37,19,0,BugPrediction_Mylyn
0,1,3,3,3,1,0,18,1,0,BugPrediction_Mylyn
0,0,1,1,2,2,0,7,3,0,BugPrediction_Mylyn
0,1,2,3,4,2,0,18,18,0,BugPrediction_Mylyn
0,1,6,3,5,1,0,35,2,0,BugPrediction_Mylyn
0,1,3,3,3,1,0,20,1,0,BugPrediction_Mylyn
0,1,1,3,3,2,0,8,17,0,BugPrediction_Mylyn
0,1,2,3,4,2,0,14,18,0,BugPrediction_Mylyn
0,1,4,3,5,1,1,27,2,0,BugPrediction_Mylyn
0,1,4,3,4,1,0,24,2,0,BugPrediction_Mylyn
0,1,4,3,5,1,0,27,2,0,BugPrediction_Mylyn
0.0371204,1,60,2,32,0,1,314,27,1,BugPrediction_Mylyn
0,1,16,6,23,0,2,84,10,0,BugPrediction_Mylyn
0,1,6,3,10,0,0,43,5,0,BugPrediction_Mylyn
0,1,21,6,28,0,1,127,9,0,BugPrediction_Mylyn
0,1,4,1,4,1,0,21,4,0,BugPrediction_Mylyn
0.0835962,1,95,2,48,1,0,416,37,0,BugPrediction_Mylyn
0,1,52,1,64,1,3,269,31,0,BugPrediction_Mylyn
0,1,6,0,2,0,0,14,2,0,BugPrediction_Mylyn
0,1,28,0,9,0,0,177,9,0,BugPrediction_Mylyn
0,0,7,1,13,1,0,48,7,0,BugPrediction_Mylyn
0,0,3,0,2,0,0,16,1,0,BugPrediction_Mylyn
0,0,25,2,7,0,1,147,4,0,BugPrediction_Mylyn
0,0,30,0,30,0,2,67,30,0,BugPrediction_Mylyn
0,1,24,6,20,0,3,140,10,0,BugPrediction_Mylyn
0.349398,1,56,9,45,1,0,317,28,0,BugPrediction_Mylyn
0.564297,1,41,5,23,1,0,221,22,0,BugPrediction_Mylyn
0,1,19,4,13,2,0,106,39,0,BugPrediction_Mylyn
0.193574,1,73,14,58,1,1,411,35,0,BugPrediction_Mylyn
0,0,3,0,2,0,0,16,1,0,BugPrediction_Mylyn
0,2,8,9,9,1,5,40,3,0,BugPrediction_Mylyn
0,1,10,3,5,0,0,39,3,0,BugPrediction_Mylyn
0,0,3,0,2,0,0,16,1,0,BugPrediction_Mylyn
0,1,24,1,13,0,0,140,13,0,BugPrediction_Mylyn
0,1,7,1,4,0,5,56,2,0,BugPrediction_Mylyn
0,3,21,27,25,2,0,127,24,0,BugPrediction_Mylyn
0,2,12,3,10,0,0,57,5,0,BugPrediction_Mylyn
0,2,20,19,35,1,5,184,5,1,BugPrediction_Mylyn
0,1,20,2,6,0,0,104,1,0,BugPrediction_Mylyn
0,2,3,3,4,1,0,21,1,0,BugPrediction_Mylyn
0,5,18,32,46,2,0,165,27,1,BugPrediction_Mylyn
0,2,3,3,4,1,0,21,1,0,BugPrediction_Mylyn
0,8,27,27,29,2,0,253,35,0,BugPrediction_Mylyn
0,7,23,24,33,2,0,172,31,0,BugPrediction_Mylyn
0,0,2,0,2,0,0,12,2,0,BugPrediction_Mylyn
0,0,2,0,2,0,0,12,2,0,BugPrediction_Mylyn
0,0,2,0,2,0,0,12,2,0,BugPrediction_Mylyn
0,0,2,0,2,0,0,12,2,0,BugPrediction_Mylyn
0,0,3,0,3,0,0,24,3,0,BugPrediction_Mylyn
0,1,13,4,7,0,2,70,3,1,BugPrediction_Mylyn
0.957655,1,7,3,5,1,0,54,3,1,BugPrediction_Mylyn
0.615385,1,9,4,7,2,0,68,3,1,BugPrediction_Mylyn
0.811765,1,7,4,7,1,1,59,3,1,BugPrediction_Mylyn
0,0,3,0,2,0,0,16,1,1,BugPrediction_Mylyn
0,1,22,2,10,0,2,102,5,0,BugPrediction_Mylyn
0,2,7,1,10,0,1,44,2,0,BugPrediction_Mylyn
0,1,31,13,32,0,1,203,13,0,BugPrediction_Mylyn
0,3,18,7,17,1,1,112,14,0,BugPrediction_Mylyn
0,1,6,3,7,1,0,35,5,0,BugPrediction_Mylyn
0,0,15,5,20,1,0,69,21,1,BugPrediction_Mylyn
0,0,2,2,4,2,1,11,16,0,BugPrediction_Mylyn
0,0,3,0,2,0,0,16,1,1,BugPrediction_Mylyn
0,0,9,2,8,1,1,99,8,1,BugPrediction_PDE
0,1,28,1,12,0,1,178,9,0,BugPrediction_PDE
0,4,10,4,18,0,0,159,10,0,BugPrediction_PDE
0,1,23,5,21,0,0,196,12,1,BugPrediction_PDE
0,5,29,8,26,2,7,121,23,0,BugPrediction_PDE
0,1,7,2,6,0,2,31,4,0,BugPrediction_PDE
0,1,13,2,10,3,4,44,28,0,BugPrediction_PDE
0,6,15,4,10,0,0,84,7,1,BugPrediction_PDE
0,1,38,10,16,0,0,208,6,1,BugPrediction_PDE
0,1,12,2,8,0,0,53,6,0,BugPrediction_PDE
0,2,79,14,38,0,0,324,8,0,BugPrediction_PDE
0.131917,1,103,18,29,0,0,342,3,0,BugPrediction_PDE
0,5,59,24,45,0,0,182,12,0,BugPrediction_PDE
0,1,31,7,14,0,0,115,4,1,BugPrediction_PDE
0,1,3,2,3,0,0,20,2,1,BugPrediction_PDE
0,1,41,0,8,0,0,139,3,0,BugPrediction_PDE
0,0,5,2,5,1,0,31,5,0,BugPrediction_PDE
0,1,47,13,29,0,0,190,10,1,BugPrediction_PDE
0,0,6,3,8,0,0,44,4,0,BugPrediction_PDE
0,1,2,2,1,0,0,18,1,0,BugPrediction_PDE
0,1,14,6,10,1,0,62,5,1,BugPrediction_PDE
0.20202,1,23,2,9,1,0,89,5,0,BugPrediction_PDE
0,1,71,16,50,0,0,366,13,0,BugPrediction_PDE
0,1,27,5,17,0,0,179,9,0,BugPrediction_PDE
0,1,20,1,12,0,1,71,10,0,BugPrediction_PDE
0,1,55,8,22,0,0,170,4,0,BugPrediction_PDE
0,1,31,7,14,0,0,111,2,0,BugPrediction_PDE
0.0634371,1,66,25,64,0,0,344,5,1,BugPrediction_PDE
0,1,93,7,35,0,1,298,11,1,BugPrediction_PDE
0,0,2,3,3,1,0,12,12,0,BugPrediction_PDE
0,0,9,2,6,1,0,35,6,0,BugPrediction_PDE
0,1,19,0,5,0,0,79,4,1,BugPrediction_PDE
0.165649,1,65,7,14,0,0,345,4,1,BugPrediction_PDE
0,1,80,14,35,0,0,322,11,0,BugPrediction_PDE
0,1,32,10,26,0,1,115,1,0,BugPrediction_PDE
0,2,54,15,46,0,0,241,24,1,BugPrediction_PDE
0,0,0,0,0,0,0,270,0,1,BugPrediction_PDE
0.177191,1,63,18,48,0,0,245,14,0,BugPrediction_PDE
0,1,23,7,12,0,0,78,4,0,BugPrediction_PDE
0.0866845,1,53,9,30,0,1,206,7,1,BugPrediction_PDE
0.0498715,1,108,23,88,1,0,428,31,1,BugPrediction_PDE
0,0,5,0,1,0,0,22,1,0,BugPrediction_PDE
0.289855,1,13,1,8,0,0,58,5,0,BugPrediction_PDE
0,1,151,25,95,1,0,823,25,1,BugPrediction_PDE
0.153374,1,56,4,13,0,0,237,4,1,BugPrediction_PDE
0,1,3,5,4,0,0,54,1,1,BugPrediction_PDE
0,1,124,15,45,1,0,429,7,0,BugPrediction_PDE
0,1,5,5,5,0,0,31,3,0,BugPrediction_PDE
0.0576802,4,86,16,44,1,0,327,16,0,BugPrediction_PDE
0,2,9,0,8,0,0,41,8,0,BugPrediction_PDE
0.102564,1,68,13,44,1,0,364,10,1,BugPrediction_PDE
0,2,29,0,10,0,0,106,6,0,BugPrediction_PDE
0,1,2,2,3,1,0,11,8,0,BugPrediction_PDE
0.0809399,4,119,20,58,0,0,418,22,1,BugPrediction_PDE
0,1,6,12,22,0,0,39,1,0,BugPrediction_PDE
0,1,26,2,6,0,0,133,3,0,BugPrediction_PDE
0.169841,2,47,4,16,0,0,170,8,1,BugPrediction_PDE
0,1,14,11,18,0,0,71,1,0,BugPrediction_PDE
0,4,17,7,16,2,0,55,10,0,BugPrediction_PDE
0,5,70,8,31,1,2,226,10,0,BugPrediction_PDE
0,3,96,27,58,2,0,448,11,1,BugPrediction_PDE
0,7,12,1,9,0,0,39,9,0,BugPrediction_PDE
0.193846,2,29,0,14,0,0,116,13,0,BugPrediction_PDE
0.11522,2,31,0,11,0,0,179,11,0,BugPrediction_PDE
0,1,17,2,10,0,2,72,9,0,BugPrediction_PDE
0,1,40,18,26,0,0,160,6,0,BugPrediction_PDE
0,7,8,1,8,0,0,48,7,0,BugPrediction_PDE
0.520958,0,5,6,6,1,0,34,10,0,BugPrediction_PDE
0.550633,0,5,6,4,1,0,33,10,0,BugPrediction_PDE
0,1,10,10,17,2,0,46,11,0,BugPrediction_PDE
0,1,17,6,18,2,0,75,16,0,BugPrediction_PDE
0,1,14,10,16,3,2,61,27,0,BugPrediction_PDE
0,1,2,5,4,1,0,13,2,0,BugPrediction_PDE
0,3,8,5,8,1,2,35,4,0,BugPrediction_PDE
0,3,11,4,11,4,0,49,28,1,BugPrediction_PDE
0.245487,3,21,8,23,4,0,102,35,1,BugPrediction_PDE
0,1,161,32,60,1,0,545,6,0,BugPrediction_PDE
0.0343554,1,313,25,94,2,0,1054,9,0,BugPrediction_PDE
0,1,8,1,4,0,0,95,4,0,BugPrediction_PDE
0.5,1,7,2,3,0,0,23,1,0,BugPrediction_PDE
0,1,5,1,5,0,0,24,4,0,BugPrediction_PDE
0,1,22,9,12,0,0,113,3,0,BugPrediction_PDE
0.301251,1,63,6,30,0,0,449,2,0,BugPrediction_PDE
0,0,5,1,5,0,0,49,5,0,BugPrediction_PDE
0,2,24,3,16,0,2,105,5,0,BugPrediction_PDE
0,1,34,17,27,0,0,146,0,1,BugPrediction_PDE
0,2,187,42,99,2,1,592,23,0,BugPrediction_PDE
0.35473,2,13,7,11,0,0,47,0,1,BugPrediction_PDE
0.183791,1,137,11,46,2,0,391,22,1,BugPrediction_PDE
0,3,18,10,19,1,0,65,5,0,BugPrediction_PDE
0,1,6,3,9,4,0,28,26,0,BugPrediction_PDE
0.0756844,1,73,7,28,1,1,279,6,0,BugPrediction_PDE
0,1,12,6,9,1,0,74,8,0,BugPrediction_PDE
0,2,61,20,29,0,0,265,0,1,BugPrediction_PDE
0,1,39,7,25,1,3,133,20,0,BugPrediction_PDE
0,0,11,2,5,0,0,43,2,0,BugPrediction_PDE
0,1,2,1,2,1,0,71,2,1,BugPrediction_PDE
0.195531,1,45,8,27,3,2,147,25,0,BugPrediction_PDE
0,1,4,2,6,4,0,21,26,0,BugPrediction_PDE
0,3,20,7,16,1,0,78,5,0,BugPrediction_PDE
0,1,60,5,17,1,0,226,21,0,BugPrediction_PDE
0,1,96,16,45,0,0,388,2,1,BugPrediction_PDE
0.460526,1,7,5,7,0,0,34,0,1,BugPrediction_PDE
0.128591,1,45,3,18,2,0,151,22,0,BugPrediction_PDE
0.392857,1,9,1,2,0,0,30,1,0,BugPrediction_PDE
0.256228,3,86,5,37,0,2,385,19,0,BugPrediction_PDE
0,1,15,6,12,2,0,62,14,0,BugPrediction_PDE
0.171429,1,23,9,18,6,0,104,61,0,BugPrediction_PDE
0,2,3,6,5,7,0,24,67,0,BugPrediction_PDE
0,1,26,9,25,3,1,98,29,0,BugPrediction_PDE
0,4,11,7,14,1,4,63,6,0,BugPrediction_PDE
0,1,8,10,12,6,0,46,57,0,BugPrediction_PDE
0.381119,2,201,38,122,5,2,950,54,0,BugPrediction_PDE
0,2,3,6,5,7,0,24,67,0,BugPrediction_PDE
0,8,96,34,76,6,2,370,66,0,BugPrediction_PDE
0,1,3,7,6,8,0,19,78,0,BugPrediction_PDE
0.0866511,2,35,11,28,4,0,145,38,0,BugPrediction_PDE
0,1,3,7,6,8,0,19,78,0,BugPrediction_PDE
0,1,32,16,30,7,2,90,76,0,BugPrediction_PDE
0,3,25,11,30,4,0,169,17,0,BugPrediction_PDE
0,5,17,7,19,4,2,115,15,0,BugPrediction_PDE
0,4,16,7,18,4,0,114,15,0,BugPrediction_PDE
0,0,3,5,5,5,0,31,16,0,BugPrediction_PDE
0,5,17,10,24,3,1,117,26,0,BugPrediction_PDE
0,1,8,17,15,1,0,61,8,0,BugPrediction_PDE
0,2,32,8,31,3,5,238,12,0,BugPrediction_PDE
0,0,3,5,5,5,0,31,16,0,BugPrediction_PDE
0.298507,4,21,7,20,4,0,144,17,0,BugPrediction_PDE
0.16791,1,21,11,25,5,0,139,34,0,BugPrediction_PDE
0.0810811,1,44,12,33,5,0,254,42,0,BugPrediction_PDE
0.0983607,2,47,14,40,4,2,292,28,0,BugPrediction_PDE
0.641026,1,25,6,23,4,0,165,36,0,BugPrediction_PDE
0,1,12,2,6,0,0,42,2,0,BugPrediction_PDE
0.0349875,1,145,12,62,0,0,589,9,1,BugPrediction_PDE
0.0568889,3,103,4,27,1,0,445,24,1,BugPrediction_PDE
0,0,12,0,3,0,0,45,3,0,BugPrediction_PDE
0.127148,1,14,5,19,1,2,65,8,1,BugPrediction_PDE
0,0,0,0,0,0,0,15,0,1,BugPrediction_PDE
0.0511991,1,164,29,76,0,2,701,6,1,BugPrediction_PDE
0,2,10,5,13,2,0,36,9,0,BugPrediction_PDE
0.0881071,1,160,21,82,1,0,655,8,1,BugPrediction_PDE
0,1,5,5,6,2,0,33,9,1,BugPrediction_PDE
0.142322,3,22,13,28,4,2,89,34,0,BugPrediction_PDE
0,5,13,2,9,5,0,54,38,0,BugPrediction_PDE
0.00700152,1,167,34,108,5,0,728,64,0,BugPrediction_PDE
0.14985,1,56,12,40,4,0,254,35,0,BugPrediction_PDE
0,2,33,6,32,4,1,210,30,0,BugPrediction_PDE
0,1,9,19,15,1,0,63,9,0,BugPrediction_PDE
0,1,52,19,39,5,0,182,33,0,BugPrediction_PDE
0,1,27,5,18,3,0,103,20,0,BugPrediction_PDE
0,1,11,2,11,3,0,65,16,0,BugPrediction_PDE
0.0775401,3,35,10,32,2,5,143,11,0,BugPrediction_PDE
0,1,36,15,32,5,0,135,41,0,BugPrediction_PDE
0,1,22,9,15,3,0,90,16,0,BugPrediction_PDE
0,1,26,2,17,3,0,96,20,0,BugPrediction_PDE
0,1,7,2,11,3,3,32,14,0,BugPrediction_PDE
0,1,7,3,11,4,2,32,17,0,BugPrediction_PDE
0.24605,2,36,8,29,5,0,150,46,1,BugPrediction_PDE
0,1,16,1,9,0,3,83,3,0,BugPrediction_PDE
0,2,3,2,6,1,0,14,6,0,BugPrediction_PDE
0,3,6,1,4,0,0,39,3,0,BugPrediction_PDE
0,2,3,2,6,1,0,18,6,0,BugPrediction_PDE
0,2,3,2,6,1,0,14,6,0,BugPrediction_PDE
0,1,3,3,6,8,0,37,70,0,BugPrediction_PDE
0,2,5,1,5,1,0,35,13,0,BugPrediction_PDE
0,1,3,3,6,8,0,37,70,0,BugPrediction_PDE
0.155702,2,50,16,50,3,2,221,40,0,BugPrediction_PDE
0,3,25,21,33,5,1,111,38,0,BugPrediction_PDE
0,8,40,29,55,5,2,189,56,0,BugPrediction_PDE
0,0,2,2,3,2,0,14,10,0,BugPrediction_PDE
0,3,15,4,14,4,0,61,43,0,BugPrediction_PDE
0,2,3,8,6,7,0,19,61,0,BugPrediction_PDE
0,1,2,8,5,7,0,15,61,0,BugPrediction_PDE
0,3,22,7,21,6,2,80,60,0,BugPrediction_PDE
0.264228,1,41,9,37,5,0,180,75,0,BugPrediction_PDE
0,2,7,4,10,3,3,36,29,0,BugPrediction_PDE
0,1,15,10,18,1,0,73,17,0,BugPrediction_PDE
0.432373,1,24,8,32,5,0,116,72,0,BugPrediction_PDE
0,2,22,11,30,3,0,87,31,0,BugPrediction_PDE
0.347966,1,83,15,63,4,2,353,65,0,BugPrediction_PDE
0,1,71,15,53,5,0,268,51,1,BugPrediction_PDE
0.0726329,1,53,15,43,5,0,188,46,0,BugPrediction_PDE
0.126411,1,35,8,29,4,0,111,36,1,BugPrediction_PDE
0.161458,3,31,1,14,0,1,134,11,0,BugPrediction_PDE
0,5,62,19,46,4,0,262,46,0,BugPrediction_PDE
0,5,47,8,32,3,0,199,40,0,BugPrediction_PDE
0,7,67,15,42,2,4,226,24,0,BugPrediction_PDE
0,1,22,7,21,4,2,87,38,0,BugPrediction_PDE
0,1,14,6,12,0,1,57,8,0,BugPrediction_PDE
0.311573,3,30,9,31,6,0,133,49,1,BugPrediction_PDE
0,2,4,7,9,7,1,22,68,0,BugPrediction_PDE
0,1,3,7,8,7,1,18,68,0,BugPrediction_PDE
0.279255,3,33,9,32,6,3,141,66,1,BugPrediction_PDE
0,1,23,3,13,3,0,92,12,0,BugPrediction_PDE
0.70009,1,76,3,15,3,0,237,14,0,BugPrediction_PDE
0.544218,1,71,3,14,3,0,242,14,0,BugPrediction_PDE
0,1,9,3,9,3,0,34,10,0,BugPrediction_PDE
0.746967,1,35,3,10,3,0,145,11,0,BugPrediction_PDE
0,1,43,3,22,3,0,164,14,0,BugPrediction_PDE
0.230492,1,111,17,65,3,0,470,45,1,BugPrediction_PDE
0,1,8,3,8,3,0,39,12,0,BugPrediction_PDE
0.349206,5,17,10,22,3,1,99,26,0,BugPrediction_PDE
0,1,12,24,23,1,0,65,12,1,BugPrediction_PDE
0,1,12,7,16,2,11,58,7,0,BugPrediction_PDE
0,1,7,5,7,3,0,42,10,1,BugPrediction_PDE
0,1,83,3,26,3,0,228,24,0,BugPrediction_PDE
0.198113,1,35,3,9,3,0,106,10,0,BugPrediction_PDE
0.613497,1,25,6,22,4,0,155,37,1,BugPrediction_PDE
0,2,7,0,6,0,3,40,5,0,BugPrediction_PDE
0,1,26,11,20,3,0,101,20,0,BugPrediction_PDE
0,1,16,4,8,3,0,63,15,0,BugPrediction_PDE
0,2,8,4,12,4,0,35,65,0,BugPrediction_PDE
0,3,24,6,16,1,0,105,8,0,BugPrediction_PDE
0,2,7,4,10,3,2,39,18,0,BugPrediction_PDE
0.0249169,3,271,39,157,3,1,1002,58,1,BugPrediction_PDE
0,1,19,1,10,1,0,85,10,0,BugPrediction_PDE
0,1,58,15,48,3,0,252,29,0,BugPrediction_PDE
0,1,22,1,11,1,0,92,11,0,BugPrediction_PDE
0.37156,2,27,12,23,2,0,111,19,0,BugPrediction_PDE
0.319392,1,50,13,28,4,0,199,29,0,BugPrediction_PDE
0,1,17,4,12,1,0,75,8,0,BugPrediction_PDE
0.0684292,2,95,20,55,4,1,312,36,0,BugPrediction_PDE
0,1,15,1,10,1,0,72,10,0,BugPrediction_PDE
0,4,71,14,51,3,0,266,37,0,BugPrediction_PDE
0,1,5,4,5,3,0,25,12,0,BugPrediction_PDE
0,1,16,11,21,3,0,83,17,0,BugPrediction_PDE
0,1,12,4,13,2,6,67,11,0,BugPrediction_PDE
0,1,45,19,34,0,0,157,7,0,BugPrediction_PDE
0,1,8,5,9,5,0,43,42,0,BugPrediction_PDE
0,1,11,10,17,2,0,47,10,0,BugPrediction_PDE
0,1,5,2,5,1,2,26,5,0,BugPrediction_PDE
0,3,15,4,15,1,0,63,8,0,BugPrediction_PDE
0,0,6,5,12,1,0,30,6,0,BugPrediction_PDE
0,3,34,13,21,0,0,116,5,0,BugPrediction_PDE
0,1,10,1,10,0,0,56,10,0,BugPrediction_PDE
0.349174,1,30,14,29,0,0,103,2,0,BugPrediction_PDE
0,1,13,3,9,0,1,69,3,0,BugPrediction_PDE
0.165217,3,20,11,26,3,2,81,29,0,BugPrediction_PDE
0,4,4,1,4,4,0,31,30,0,BugPrediction_PDE
0,1,8,2,12,3,1,37,16,0,BugPrediction_PDE
0.112092,1,56,15,44,3,0,292,31,1,BugPrediction_PDE
0,1,16,2,16,3,0,63,19,0,BugPrediction_PDE
0,1,13,4,16,3,0,59,17,0,BugPrediction_PDE
0,1,20,8,23,3,0,89,18,0,BugPrediction_PDE
0,2,23,3,15,3,0,87,18,0,BugPrediction_PDE
0,1,60,12,41,5,0,279,38,0,BugPrediction_PDE
0,1,7,16,8,1,0,68,7,0,BugPrediction_PDE
0.267666,3,43,9,31,2,6,169,13,0,BugPrediction_PDE
0,1,7,3,11,4,1,32,19,0,BugPrediction_PDE
0.263427,2,29,8,27,4,0,132,39,0,BugPrediction_PDE
0,1,6,3,8,3,0,29,10,0,BugPrediction_PDE
0,1,22,3,12,3,0,70,12,0,BugPrediction_PDE
0.190893,1,48,3,19,3,0,122,20,0,BugPrediction_PDE
0,1,21,7,19,3,0,78,14,0,BugPrediction_PDE
0,1,12,3,10,3,0,51,12,0,BugPrediction_PDE
0.280548,1,124,18,73,3,0,395,41,0,BugPrediction_PDE
0,1,9,3,9,3,0,41,12,0,BugPrediction_PDE
0.181443,1,34,3,13,3,0,123,14,1,BugPrediction_PDE
0.349206,5,17,10,22,3,1,73,26,1,BugPrediction_PDE
0,1,10,20,19,1,0,45,10,0,BugPrediction_PDE
0,1,12,7,16,2,9,52,7,0,BugPrediction_PDE
0,1,9,3,9,3,0,40,12,0,BugPrediction_PDE
0.613497,1,25,6,22,4,0,154,37,1,BugPrediction_PDE
0,4,60,10,46,3,3,284,35,0,BugPrediction_PDE
